Date,Instagram Ad Campaign,Instagram Ad Views,Instagram Ad Clicks,Instagram Ad Conversions,Cost per Instagram Ad  ,Instagram Click-Through Rate (Clicks / View),Instagram Conversion Rate (Conversions / Clicks),Instagram Cost per Click (Ad Cost / Clicks)  ,AdWords Ad Campaign,AdWords Ad Views,AdWords Ad Clicks,AdWords Ad Conversions,Cost per AdWords Ad  ,AdWords Click-Through Rate (Clicks / View),AdWords Conversion Rate (Conversions / Click),AdWords Cost per Click (Ad Cost / Clicks)  
11/17/2024,IG_Nov24,2681,59,14,€ 83.00,2.19%,23.40%,€ 1.41,AW_Nov24,4892,85,8,€ 130.00,1.74%,9.71%,€ 1.53
11/18/2024,IG_Nov24,2919,59,16,€ 103.00,2.02%,26.78%,€ 1.74,AW_Nov24,5701,74,8,€ 86.00,1.30%,10.41%,€ 1.16
11/19/2024,IG_Nov24,1404,34,9,€ 91.00,2.41%,25.90%,€ 2.68,AW_Nov24,5067,69,5,€ 197.00,1.37%,7.88%,€ 2.84
11/20/2024,IG_Nov24,1455,57,12,€ 76.00,3.93%,21.75%,€ 1.34,AW_Nov24,3825,51,5,€ 114.00,1.32%,8.95%,€ 2.25
11/21/2024,IG_Nov24,2134,36,10,€ 72.00,1.66%,28.45%,€ 2.04,AW_Nov24,4358,51,6,€ 187.00,1.18%,10.83%,€ 3.63
11/22/2024,IG_Nov24,2523,57,16,€ 125.00,2.25%,28.80%,€ 2.19,AW_Nov24,4019,81,8,€ 87.00,2.02%,9.93%,€ 1.07
11/23/2024,IG_Nov24,3000,55,16,€ 60.00,1.85%,29.03%,€ 1.09,AW_Nov24,5525,70,7,€ 142.00,1.26%,10.75%,€ 2.03
11/24/2024,IG_Nov24,2489,32,8,€ 59.00,1.29%,26.21%,€ 1.82,AW_Nov24,5011,58,5,€ 128.00,1.16%,8.45%,€ 2.21
11/25/2024,IG_Nov24,1936,56,12,€ 142.00,2.89%,21.79%,€ 2.53,AW_Nov24,4646,77,5,€ 187.00,1.66%,6.30%,€ 2.42
11/26/2024,IG_Nov24,1960,68,15,€ 109.00,3.45%,21.48%,€ 1.61,AW_Nov24,4721,58,8,€ 162.00,1.23%,13.60%,€ 2.79
11/27/2024,IG_Nov24,2821,49,11,€ 55.00,1.75%,22.03%,€ 1.12,AW_Nov24,4151,46,3,€ 119.00,1.10%,7.19%,€ 2.60
11/28/2024,IG_Nov24,2040,40,11,€ 64.00,1.98%,27.43%,€ 1.59,AW_Nov24,5211,41,7,€ 159.00,0.78%,17.24%,€ 3.89
11/29/2024,IG_Nov24,2114,56,13,€ 71.00,2.67%,23.55%,€ 1.26,AW_Nov24,4983,68,5,€ 103.00,1.36%,7.96%,€ 1.52
11/30/2024,IG_Dec24,1669,59,17,€ 66.00,3.51%,28.55%,€ 1.14,AW_Dec24,4597,67,5,€ 166.00,1.45%,8.00%,€ 2.49
12/1/2024,IG_Dec24,2770,37,11,€ 99.00,1.32%,30.90%,€ 2.71,AW_Dec24,4870,45,3,€ 131.00,0.93%,7.20%,€ 2.88
12/2/2024,IG_Dec24,2496,67,18,€ 99.00,2.68%,27.47%,€ 1.47,AW_Dec24,5171,42,6,€ 92.00,0.81%,14.60%,€ 2.21
12/3/2024,IG_Dec24,2428,36,9,€ 142.00,1.49%,25.52%,€ 3.92,AW_Dec24,4823,50,5,€ 112.00,1.04%,8.98%,€ 2.23
12/4/2024,IG_Dec24,1686,33,8,€ 112.00,1.95%,23.04%,€ 3.40,AW_Dec24,5370,75,9,€ 82.00,1.39%,11.71%,€ 1.10
12/5/2024,IG_Dec24,2314,37,10,€ 52.00,1.58%,28.20%,€ 1.43,AW_Dec24,4406,59,6,€ 98.00,1.34%,10.08%,€ 1.66
12/6/2024,IG_Dec24,2386,45,12,€ 126.00,1.90%,26.61%,€ 2.76,AW_Dec24,5321,70,5,€ 135.00,1.32%,6.43%,€ 1.93
12/7/2024,IG_Dec24,2675,67,15,€ 117.00,2.49%,23.00%,€ 1.76,AW_Dec24,4837,44,3,€ 177.00,0.90%,7.29%,€ 4.04
12/8/2024,IG_Dec24,2874,36,9,€ 121.00,1.24%,25.60%,€ 3.38,AW_Dec24,4022,85,7,€ 186.00,2.11%,8.53%,€ 2.19
12/9/2024,IG_Dec24,1556,67,14,€ 102.00,4.33%,21.48%,€ 1.51,AW_Dec24,4718,31,4,€ 139.00,0.66%,11.41%,€ 4.46
12/10/2024,IG_Dec24,2281,61,15,€ 60.00,2.67%,24.92%,€ 0.98,AW_Dec24,5335,50,5,€ 148.00,0.93%,11.04%,€ 2.97
12/11/2024,IG_Dec24,1419,53,13,€ 56.00,3.70%,23.81%,€ 1.06,AW_Dec24,5167,54,4,€ 145.00,1.05%,6.85%,€ 2.68
12/12/2024,IG_Dec24,1213,64,14,€ 142.00,5.29%,21.56%,€ 2.21,AW_Dec24,5190,55,7,€ 148.00,1.06%,12.25%,€ 2.68
12/13/2024,IG_Dec24,1140,46,13,€ 46.00,3.99%,28.79%,€ 1.00,AW_Dec24,4786,59,5,€ 97.00,1.23%,8.40%,€ 1.65
12/14/2024,IG_Dec24,2247,45,11,€ 129.00,2.00%,24.44%,€ 2.86,AW_Dec24,5500,77,5,€ 101.00,1.40%,6.30%,€ 1.31
12/15/2024,IG_Dec24,2930,72,16,€ 124.00,2.46%,22.77%,€ 1.72,AW_Dec24,4089,89,5,€ 118.00,2.17%,6.13%,€ 1.33
12/16/2024,IG_Dec24,3060,40,11,€ 84.00,1.31%,27.46%,€ 2.08,AW_Dec24,5468,64,6,€ 166.00,1.17%,9.70%,€ 2.59
12/17/2024,IG_Dec24,2030,54,13,€ 122.00,2.68%,23.68%,€ 2.25,AW_Dec24,5461,57,5,€ 130.00,1.05%,8.49%,€ 2.27
12/18/2024,IG_Dec24,3116,58,13,€ 135.00,1.87%,21.72%,€ 2.31,AW_Dec24,4993,74,7,€ 150.00,1.49%,9.05%,€ 2.02
12/19/2024,IG_Dec24,2478,39,12,€ 50.00,1.55%,30.39%,€ 1.31,AW_Dec24,5760,59,7,€ 129.00,1.03%,11.76%,€ 2.17
12/20/2024,IG_Dec24,2146,62,13,€ 83.00,2.88%,21.62%,€ 1.34,AW_Dec24,5210,41,3,€ 136.00,0.79%,7.42%,€ 3.30
12/21/2024,IG_Dec24,2448,73,18,€ 134.00,2.98%,24.12%,€ 1.84,AW_Dec24,4462,64,8,€ 86.00,1.43%,12.82%,€ 1.35
12/22/2024,IG_Dec24,2759,48,12,€ 139.00,1.74%,24.18%,€ 2.89,AW_Dec24,4581,45,3,€ 80.00,0.98%,7.22%,€ 1.78
12/23/2024,IG_Dec24,2031,63,17,€ 87.00,3.10%,26.35%,€ 1.38,AW_Dec24,4235,34,6,€ 108.00,0.81%,16.68%,€ 3.16
12/24/2024,IG_Dec24,2386,63,18,€ 77.00,2.64%,27.95%,€ 1.22,AW_Dec24,5018,77,5,€ 146.00,1.54%,6.29%,€ 1.88
12/25/2024,IG_Dec24,1338,33,12,€ 119.00,2.48%,35.06%,€ 3.60,AW_Dec24,4758,38,7,€ 91.00,0.80%,18.09%,€ 2.37
12/26/2024,IG_Dec24,3240,51,13,€ 63.00,1.57%,25.89%,€ 1.24,AW_Dec24,5332,72,9,€ 76.00,1.35%,11.92%,€ 1.06
12/27/2024,IG_Dec24,1510,69,18,€ 97.00,4.55%,25.82%,€ 1.42,AW_Dec24,3887,49,6,€ 121.00,1.27%,13.10%,€ 2.46
12/28/2024,IG_Dec24,2918,44,13,€ 49.00,1.50%,29.11%,€ 1.11,AW_Dec24,5327,62,6,€ 128.00,1.16%,9.85%,€ 2.08
12/29/2024,IG_Dec24,2212,37,8,€ 102.00,1.68%,22.70%,€ 2.75,AW_Dec24,4020,71,6,€ 119.00,1.76%,7.83%,€ 1.68
12/30/2024,IG_Dec24,1470,60,17,€ 99.00,4.06%,28.38%,€ 1.65,AW_Dec24,4592,47,6,€ 86.00,1.01%,13.60%,€ 1.85
